IP,Time
192.168.1.125,2.650022506713867
192.168.1.125,5.794048309326172
192.168.1.125,2.869844436645508
192.168.1.125,7.794857025146484
192.168.1.125,4.119157791137695
192.168.1.125,9.717702865600586
192.168.1.125,6.723165512084961
192.168.1.125,2.2339820861816406
192.168.1.125,3.515481948852539
192.168.1.125,2.3860931396484375
192.168.1.125,6.309270858764648
192.168.1.125,7.244586944580078
192.168.1.125,2.978801727294922
192.168.1.125,6.05010986328125
192.168.1.125,4.96983528137207
192.168.1.125,5.804777145385742
192.168.1.125,5.821943283081055
192.168.1.125,2.8972625732421875
192.168.1.125,2.241849899291992
192.168.1.125,2.096891403198242
192.168.1.125,13.309001922607422
192.168.1.125,6.069183349609375
192.168.1.125,4.206180572509766
192.168.1.125,8.599281311035156
192.168.1.125,4.006385803222656
192.168.1.125,2.0134449005126953
192.168.1.125,9.066581726074219
192.168.1.125,6.5460205078125
192.168.1.125,3.8280487060546875
192.168.1.125,3.236055374145508
192.168.1.125,5.7735443115234375
192.168.1.125,3.999948501586914
192.168.1.125,5.377054214477539
192.168.1.125,5.982160568237305
192.168.1.125,2.9938220977783203
192.168.1.125,1.9261837005615234
192.168.1.125,3.232240676879883
192.168.1.125,6.172657012939453
192.168.1.125,6.270170211791992
192.168.1.125,2.240419387817383
192.168.1.125,7.786273956298828
192.168.1.125,2.2847652435302734
192.168.1.125,3.326892852783203
192.168.1.125,2.3763179779052734
192.168.1.125,5.54347038269043
192.168.1.125,7.387399673461914
192.168.1.125,3.389596939086914
192.168.1.125,5.578756332397461
192.168.1.125,10.256052017211914
192.168.1.125,11.61050796508789
192.168.1.125,9.099960327148438
192.168.1.125,5.241632461547852
192.168.1.125,2.0635128021240234
192.168.1.125,2.528667449951172
192.168.1.125,5.103349685668945
192.168.1.125,6.152153015136719
192.168.1.125,3.0603408813476562
192.168.1.125,2.725362777709961
192.168.1.125,3.771066665649414
192.168.1.125,4.956483840942383
192.168.1.125,6.649494171142578
192.168.1.125,8.436203002929688
192.168.1.125,5.120754241943359
192.168.1.125,3.821849822998047
192.168.1.125,5.399942398071289
192.168.1.125,2.534627914428711
192.168.1.125,4.487752914428711
192.168.1.125,1.9392967224121094
192.168.1.125,4.822015762329102
192.168.1.125,2.460479736328125
192.168.1.125,4.91786003112793
192.168.1.125,9.53531265258789
192.168.1.125,3.9577484130859375
192.168.1.125,2.3717880249023438
192.168.1.125,3.5643577575683594
192.168.1.125,2.944469451904297
192.168.1.125,5.651950836181641
192.168.1.125,2.248048782348633
192.168.1.125,1.9605159759521484
192.168.1.125,5.657434463500977
192.168.1.125,10.09368896484375
192.168.1.125,2.4077892303466797
192.168.1.125,9.50479507446289
192.168.1.125,5.0525665283203125
192.168.1.125,10.895729064941406
192.168.1.125,19.72651481628418
192.168.1.125,13.97395133972168
192.168.1.125,5.822658538818359
192.168.1.125,3.929615020751953
192.168.1.125,10.534286499023438
192.168.1.125,2.1626949310302734
192.168.1.125,5.460023880004883
192.168.1.125,6.707191467285156
192.168.1.125,3.3202171325683594
192.168.1.125,12.333154678344727
192.168.1.125,2.934694290161133
192.168.1.125,2.201080322265625
192.168.1.125,10.007381439208984
192.168.1.125,13.908147811889648
192.168.1.125,5.605220794677734
