IP,Time
192.168.1.125,7.3757171630859375
192.168.1.125,10.562419891357422
192.168.1.125,3.999471664428711
192.168.1.125,3.3540725708007812
192.168.1.125,2.1638870239257812
192.168.1.125,1.8494129180908203
192.168.1.125,3.4863948822021484
192.168.1.125,1.8312931060791016
192.168.1.125,2.1462440490722656
192.168.1.125,2.621173858642578
192.168.1.125,2.044677734375
192.168.1.125,1.9004344940185547
192.168.1.125,6.762504577636719
192.168.1.125,2.023935317993164
192.168.1.125,2.7670860290527344
192.168.1.125,2.0914077758789062
192.168.1.125,2.078533172607422
192.168.1.125,8.553266525268555
192.168.1.125,4.573583602905273
192.168.1.125,2.1593570709228516
192.168.1.125,3.7262439727783203
192.168.1.125,1.9366741180419922
192.168.1.125,2.512693405151367
192.168.1.125,2.3527145385742188
192.168.1.125,2.041339874267578
192.168.1.125,3.826141357421875
192.168.1.125,2.324342727661133
192.168.1.125,1.909017562866211
192.168.1.125,1.9402503967285156
192.168.1.125,3.9238929748535156
192.168.1.125,3.589630126953125
192.168.1.125,2.0444393157958984
192.168.1.125,2.373218536376953
192.168.1.125,1.959085464477539
192.168.1.125,2.0096302032470703
192.168.1.125,1.9505023956298828
192.168.1.125,2.167940139770508
192.168.1.125,4.619836807250977
192.168.1.125,2.0236968994140625
192.168.1.125,2.292156219482422
192.168.1.125,3.598928451538086
192.168.1.125,1.947164535522461
192.168.1.125,1.9788742065429688
192.168.1.125,6.858587265014648
192.168.1.125,2.518892288208008
192.168.1.125,1.935720443725586
192.168.1.125,2.306222915649414
192.168.1.125,10.819435119628906
192.168.1.125,1.9886493682861328
192.168.1.125,2.014636993408203
192.168.1.125,1.7974376678466797
192.168.1.125,4.126548767089844
192.168.1.125,1.8239021301269531
192.168.1.125,6.712198257446289
192.168.1.125,3.191232681274414
192.168.1.125,1.9521713256835938
192.168.1.125,1.791238784790039
192.168.1.125,1.7628669738769531
192.168.1.125,1.7430782318115234
192.168.1.125,2.328634262084961
192.168.1.125,4.128217697143555
192.168.1.125,1.9114017486572266
192.168.1.125,2.4874210357666016
192.168.1.125,2.2325515747070312
192.168.1.125,2.9544830322265625
192.168.1.125,3.1647682189941406
192.168.1.125,5.478382110595703
192.168.1.125,2.726316452026367
192.168.1.125,2.34222412109375
192.168.1.125,2.122163772583008
192.168.1.125,2.1262168884277344
192.168.1.125,2.4917125701904297
192.168.1.125,2.870321273803711
192.168.1.125,6.304264068603516
192.168.1.125,1.918792724609375
192.168.1.125,1.787424087524414
192.168.1.125,2.328157424926758
192.168.1.125,1.983642578125
192.168.1.125,2.0329952239990234
192.168.1.125,1.9595623016357422
192.168.1.125,2.0973682403564453
192.168.1.125,5.391836166381836
192.168.1.125,2.1195411682128906
192.168.1.125,2.2122859954833984
192.168.1.125,1.9657611846923828
192.168.1.125,1.951456069946289
192.168.1.125,6.123065948486328
192.168.1.125,2.1975040435791016
192.168.1.125,4.22978401184082
192.168.1.125,2.748727798461914
192.168.1.125,2.1843910217285156
192.168.1.125,2.5908946990966797
192.168.1.125,2.1152496337890625
192.168.1.125,4.605770111083984
192.168.1.125,1.9946098327636719
192.168.1.125,2.115488052368164
192.168.1.125,2.6068687438964844
192.168.1.125,3.2014846801757812
192.168.1.125,2.6924610137939453
192.168.1.125,1.9485950469970703
