IP,Time
192.168.1.125,3.4410953521728516
192.168.1.125,2.069234848022461
192.168.1.125,4.420995712280273
192.168.1.125,4.23741340637207
192.168.1.125,4.49681282043457
192.168.1.125,9.966373443603516
192.168.1.125,13.25225830078125
192.168.1.125,2.191781997680664
192.168.1.125,2.20489501953125
192.168.1.125,2.5572776794433594
192.168.1.125,4.998683929443359
192.168.1.125,2.401590347290039
192.168.1.125,1.9431114196777344
192.168.1.125,1.951456069946289
192.168.1.125,1.9152164459228516
192.168.1.125,9.039163589477539
192.168.1.125,2.406597137451172
192.168.1.125,4.147768020629883
192.168.1.125,4.126310348510742
192.168.1.125,4.076957702636719
192.168.1.125,2.1867752075195312
192.168.1.125,2.282857894897461
192.168.1.125,2.102375030517578
192.168.1.125,2.757549285888672
192.168.1.125,2.026796340942383
192.168.1.125,7.842302322387695
192.168.1.125,2.9175281524658203
192.168.1.125,1.6129016876220703
192.168.1.125,1.950979232788086
192.168.1.125,2.0558834075927734
192.168.1.125,4.016637802124023
192.168.1.125,2.546548843383789
192.168.1.125,2.2590160369873047
192.168.1.125,5.374670028686523
192.168.1.125,1.9881725311279297
192.168.1.125,1.905679702758789
192.168.1.125,1.912832260131836
192.168.1.125,2.024412155151367
192.168.1.125,5.028963088989258
192.168.1.125,2.9840469360351562
192.168.1.125,2.6030540466308594
192.168.1.125,1.8131732940673828
192.168.1.125,2.455472946166992
192.168.1.125,9.879350662231445
192.168.1.125,6.598472595214844
192.168.1.125,6.81614875793457
192.168.1.125,4.18400764465332
192.168.1.125,2.1126270294189453
192.168.1.125,2.093076705932617
192.168.1.125,2.038717269897461
192.168.1.125,4.90880012512207
192.168.1.125,3.7527084350585938
192.168.1.125,3.3791065216064453
192.168.1.125,1.9640922546386719
192.168.1.125,2.017498016357422
192.168.1.125,5.387783050537109
192.168.1.125,3.4706592559814453
192.168.1.125,1.3930797576904297
192.168.1.125,2.1734237670898438
192.168.1.125,1.8687248229980469
192.168.1.125,2.061128616333008
192.168.1.125,4.850625991821289
192.168.1.125,1.8091201782226562
192.168.1.125,4.180669784545898
192.168.1.125,2.0186901092529297
192.168.1.125,23.37932586669922
192.168.1.125,4.806756973266602
192.168.1.125,6.7729949951171875
192.168.1.125,2.3641586303710938
192.168.1.125,2.6214122772216797
192.168.1.125,2.070903778076172
192.168.1.125,7.538557052612305
192.168.1.125,3.231048583984375
192.168.1.125,2.022981643676758
192.168.1.125,1.940011978149414
192.168.1.125,2.5196075439453125
192.168.1.125,5.144834518432617
192.168.1.125,1.8336772918701172
192.168.1.125,2.7120113372802734
192.168.1.125,2.5033950805664062
192.168.1.125,4.864215850830078
192.168.1.125,1.6810894012451172
192.168.1.125,2.081632614135742
192.168.1.125,2.0797252655029297
192.168.1.125,2.089977264404297
192.168.1.125,7.20667839050293
192.168.1.125,1.5878677368164062
192.168.1.125,1.7685890197753906
192.168.1.125,2.4352073669433594
192.168.1.125,1.9385814666748047
192.168.1.125,2.443552017211914
192.168.1.125,8.44264030456543
192.168.1.125,2.8183460235595703
192.168.1.125,5.641698837280273
192.168.1.125,6.331920623779297
192.168.1.125,2.878904342651367
192.168.1.125,2.1224021911621094
192.168.1.125,2.418994903564453
192.168.1.125,4.227638244628906
192.168.1.125,5.021810531616211
