IP,Time
192.168.1.125,5.770444869995117
192.168.1.125,5.90205192565918
192.168.1.125,2.4776458740234375
192.168.1.125,5.990743637084961
192.168.1.125,1.8367767333984375
192.168.1.125,6.484031677246094
192.168.1.125,2.0596981048583984
192.168.1.125,2.70843505859375
192.168.1.125,14.39046859741211
192.168.1.125,4.732608795166016
192.168.1.125,1.9905567169189453
192.168.1.125,4.526853561401367
192.168.1.125,1.9657611846923828
192.168.1.125,5.764245986938477
192.168.1.125,1.9576549530029297
192.168.1.125,20.730972290039062
192.168.1.125,120.48697471618652
192.168.1.125,5.487918853759766
192.168.1.125,6.073474884033203
192.168.1.125,3.112316131591797
192.168.1.125,7.925510406494141
192.168.1.125,2.8023719787597656
192.168.1.125,17.568588256835938
192.168.1.125,2.003192901611328
192.168.1.125,9.185791015625
192.168.1.125,2.855062484741211
192.168.1.125,8.285999298095703
192.168.1.125,2.0689964294433594
192.168.1.125,3.5011768341064453
192.168.1.125,2.033233642578125
192.168.1.125,9.830236434936523
192.168.1.125,4.775762557983398
192.168.1.125,1.926422119140625
192.168.1.125,4.275321960449219
192.168.1.125,1.9991397857666016
192.168.1.125,2.1848678588867188
192.168.1.125,4.776239395141602
192.168.1.125,2.882719039916992
192.168.1.125,5.626440048217773
192.168.1.125,2.9752254486083984
192.168.1.125,6.176948547363281
192.168.1.125,13.124704360961914
192.168.1.125,36.95869445800781
192.168.1.125,11.118888854980469
192.168.1.125,4.682779312133789
192.168.1.125,6.469964981079102
192.168.1.125,6.5212249755859375
192.168.1.125,2.0046234130859375
192.168.1.125,8.74471664428711
192.168.1.125,1.623392105102539
192.168.1.125,17.92764663696289
192.168.1.125,8.277416229248047
192.168.1.125,3.0279159545898438
192.168.1.125,3.214120864868164
192.168.1.125,1.894235610961914
192.168.1.125,1.9087791442871094
192.168.1.125,10.340213775634766
192.168.1.125,5.967378616333008
192.168.1.125,7.907390594482422
192.168.1.125,9.590625762939453
192.168.1.125,6.160974502563477
192.168.1.125,6.611824035644531
192.168.1.125,3.133058547973633
192.168.1.125,3.936767578125
192.168.1.125,15.004634857177734
192.168.1.125,18.33510398864746
192.168.1.125,16.940593719482422
192.168.1.125,19.075870513916016
192.168.1.125,3.553152084350586
192.168.1.125,4.121065139770508
192.168.1.125,3.4935474395751953
192.168.1.125,6.365776062011719
192.168.1.125,7.996082305908203
192.168.1.125,9.069442749023438
192.168.1.125,7.399797439575195
192.168.1.125,6.538629531860352
192.168.1.125,7.227659225463867
192.168.1.125,1.9292831420898438
192.168.1.125,2.546548843383789
192.168.1.125,2.4118423461914062
192.168.1.125,2.1970272064208984
192.168.1.125,12.543201446533203
192.168.1.125,3.4189224243164062
192.168.1.125,4.579305648803711
192.168.1.125,9.769678115844727
192.168.1.125,2.8502941131591797
192.168.1.125,1.8982887268066406
192.168.1.125,4.742145538330078
192.168.1.125,3.378152847290039
192.168.1.125,5.947113037109375
192.168.1.125,3.365039825439453
192.168.1.125,7.651329040527344
192.168.1.125,7.115602493286133
192.168.1.125,3.7424564361572266
192.168.1.125,6.773233413696289
192.168.1.125,2.069234848022461
192.168.1.125,5.683660507202148
192.168.1.125,3.600597381591797
192.168.1.125,2.0389556884765625
192.168.1.125,2.06756591796875
