IP,Time
192.168.1.125,12.305498123168945
192.168.1.125,11.183500289916992
192.168.1.125,30.28559684753418
192.168.1.125,22.458553314208984
192.168.1.125,13.878107070922852
192.168.1.125,6.6776275634765625
192.168.1.125,13.272285461425781
192.168.1.125,14.399290084838867
192.168.1.125,5.781412124633789
192.168.1.125,2.3055076599121094
192.168.1.125,10.840654373168945
192.168.1.125,9.758949279785156
192.168.1.125,11.864423751831055
192.168.1.125,16.078472137451172
192.168.1.125,10.73145866394043
192.168.1.125,5.587100982666016
192.168.1.125,9.780406951904297
192.168.1.125,4.579782485961914
192.168.1.125,4.355192184448242
192.168.1.125,2.911090850830078
192.168.1.125,1.6524791717529297
192.168.1.125,4.306793212890625
192.168.1.125,1.8963813781738281
192.168.1.125,13.87476921081543
192.168.1.125,16.791343688964844
192.168.1.125,8.977174758911133
192.168.1.125,8.551597595214844
192.168.1.125,5.914211273193359
192.168.1.125,2.3267269134521484
192.168.1.125,5.134344100952148
192.168.1.125,2.456188201904297
192.168.1.125,16.309261322021484
192.168.1.125,12.040376663208008
192.168.1.125,1.9497871398925781
192.168.1.125,21.170854568481445
192.168.1.125,8.898258209228516
192.168.1.125,13.787508010864258
192.168.1.125,9.630203247070312
192.168.1.125,5.448341369628906
192.168.1.125,2.2687911987304688
192.168.1.125,3.836393356323242
192.168.1.125,21.807432174682617
192.168.1.125,7.341623306274414
192.168.1.125,4.499197006225586
192.168.1.125,30.271291732788086
192.168.1.125,14.093160629272461
192.168.1.125,9.072542190551758
192.168.1.125,12.443304061889648
192.168.1.125,13.48733901977539
192.168.1.125,5.418300628662109
192.168.1.125,2.447366714477539
192.168.1.125,2.5060176849365234
192.168.1.125,4.385232925415039
192.168.1.125,2.5806427001953125
192.168.1.125,22.628307342529297
192.168.1.125,19.21987533569336
192.168.1.125,10.872840881347656
192.168.1.125,13.580799102783203
192.168.1.125,11.527299880981445
192.168.1.125,4.648447036743164
192.168.1.125,1.9659996032714844
192.168.1.125,3.765106201171875
192.168.1.125,1.928567886352539
192.168.1.125,4.620075225830078
192.168.1.125,15.058517456054688
192.168.1.125,12.90130615234375
192.168.1.125,28.245210647583008
192.168.1.125,5.433797836303711
192.168.1.125,3.9789676666259766
192.168.1.125,12.130260467529297
192.168.1.125,15.882730484008789
192.168.1.125,60.11772155761719
192.168.1.125,124.60827827453613
192.168.1.125,16.242265701293945
192.168.1.125,12.419462203979492
192.168.1.125,48.02250862121582
192.168.1.125,13.914346694946289
192.168.1.125,11.540412902832031
192.168.1.125,12.900352478027344
192.168.1.125,2.4192333221435547
192.168.1.125,17.429828643798828
192.168.1.125,3.5715103149414062
192.168.1.125,5.653619766235352
192.168.1.125,2.1305084228515625
192.168.1.125,1.5895366668701172
192.168.1.125,26.562929153442383
192.168.1.125,7.51185417175293
192.168.1.125,7.775306701660156
192.168.1.125,9.121179580688477
192.168.1.125,2.8030872344970703
192.168.1.125,11.210918426513672
192.168.1.125,13.841390609741211
192.168.1.125,8.623838424682617
192.168.1.125,4.395723342895508
192.168.1.125,2.9501914978027344
192.168.1.125,19.820451736450195
192.168.1.125,7.906675338745117
192.168.1.125,6.014347076416016
192.168.1.125,10.355234146118164
192.168.1.125,8.424520492553711
