IP,Time
192.168.1.125,14.504194259643555
192.168.1.125,1.9621849060058594
192.168.1.125,7.302045822143555
192.168.1.125,2.8018951416015625
192.168.1.125,3.127574920654297
192.168.1.125,1.7952919006347656
192.168.1.125,10.109424591064453
192.168.1.125,7.626056671142578
192.168.1.125,10.521173477172852
192.168.1.125,3.306150436401367
192.168.1.125,6.702661514282227
192.168.1.125,4.175662994384766
192.168.1.125,3.9277076721191406
192.168.1.125,2.1331310272216797
192.168.1.125,2.3322105407714844
192.168.1.125,5.167722702026367
192.168.1.125,1.9228458404541016
192.168.1.125,1.8172264099121094
192.168.1.125,2.0744800567626953
192.168.1.125,4.297018051147461
192.168.1.125,2.160787582397461
192.168.1.125,2.0842552185058594
192.168.1.125,1.922607421875
192.168.1.125,3.0536651611328125
192.168.1.125,5.91278076171875
192.168.1.125,2.4352073669433594
192.168.1.125,2.3605823516845703
192.168.1.125,4.965543746948242
192.168.1.125,8.391380310058594
192.168.1.125,5.094051361083984
192.168.1.125,3.2989978790283203
192.168.1.125,7.3833465576171875
192.168.1.125,3.9603710174560547
192.168.1.125,2.3984909057617188
192.168.1.125,2.059459686279297
192.168.1.125,2.735614776611328
192.168.1.125,3.717660903930664
192.168.1.125,4.905462265014648
192.168.1.125,2.401590347290039
192.168.1.125,19.641637802124023
192.168.1.125,2.3229122161865234
192.168.1.125,6.211996078491211
192.168.1.125,2.1820068359375
192.168.1.125,3.6118030548095703
192.168.1.125,1.3628005981445312
192.168.1.125,1.922607421875
192.168.1.125,1.9593238830566406
192.168.1.125,2.0525455474853516
192.168.1.125,2.217531204223633
192.168.1.125,15.432357788085938
192.168.1.125,2.8557777404785156
192.168.1.125,3.4308433532714844
192.168.1.125,6.58726692199707
192.168.1.125,11.892318725585938
192.168.1.125,5.099058151245117
192.168.1.125,2.4747848510742188
192.168.1.125,5.279779434204102
192.168.1.125,2.285003662109375
192.168.1.125,6.100893020629883
192.168.1.125,4.354238510131836
192.168.1.125,8.228063583374023
192.168.1.125,2.6929378509521484
192.168.1.125,4.413127899169922
192.168.1.125,2.8047561645507812
192.168.1.125,2.1266937255859375
192.168.1.125,2.1119117736816406
192.168.1.125,3.409862518310547
192.168.1.125,7.935285568237305
192.168.1.125,5.835533142089844
192.168.1.125,2.830982208251953
192.168.1.125,3.248929977416992
192.168.1.125,6.562948226928711
192.168.1.125,5.181789398193359
192.168.1.125,2.253293991088867
192.168.1.125,3.861665725708008
192.168.1.125,4.503011703491211
192.168.1.125,2.1283626556396484
192.168.1.125,2.7663707733154297
192.168.1.125,2.1507740020751953
192.168.1.125,2.2950172424316406
192.168.1.125,2.224445343017578
192.168.1.125,1.7533302307128906
192.168.1.125,2.5000572204589844
192.168.1.125,3.7436485290527344
192.168.1.125,1.9538402557373047
192.168.1.125,6.73675537109375
192.168.1.125,5.167722702026367
192.168.1.125,2.0630359649658203
192.168.1.125,2.5093555450439453
192.168.1.125,7.80797004699707
192.168.1.125,9.226083755493164
192.168.1.125,5.050420761108398
192.168.1.125,9.198665618896484
192.168.1.125,2.2890567779541016
192.168.1.125,2.0711421966552734
192.168.1.125,1.9788742065429688
192.168.1.125,2.071857452392578
192.168.1.125,2.210378646850586
192.168.1.125,7.873058319091797
192.168.1.125,2.0036697387695312
